128,1,0,0.008706943,0.008602479
256,1,0,0.070536918,0.070094447
512,1,0,0.641391152,0.639947945
1024,1,7,0.853225354,0.847351125
16,2,0,6.0267e-05,4.8195e-05
32,2,0,0.000120457,0.000104403
64,2,0,0.000611925,0.000579066
128,2,0,0.004222297,0.004120061
256,2,0,0.035682859,0.035315782
512,2,0,0.317682079,0.316271095
1024,2,3,0.855992749,0.850207315
16,3,0,9.4451e-05,8.2776e-05
32,3,0,0.000135734,0.000119366
64,3,0,0.000472511,0.000438941
128,3,0,0.003015535,0.002907723
256,3,0,0.024621106,0.024264874
512,3,0,0.216685511,0.215275537
1024,3,2,0.674172641,0.668382434
16,4,0,9.6267e-05,8.3673e-05
32,4,0,0.000109457,9.1871e-05
64,4,0,0.000409703,0.000354182
128,4,0,0.003633997,0.00353346
256,4,0,0.019564456,0.019193687
512,4,0,0.170393589,0.168977573
1024,4,2,0.698964877,0.692842028
